,cell_type,gene,avg_logFC,p_val,p_val_adj,de_family,de_method,de_type
1,cell,A1CF,1.256748781139,0.00830882273135428,0.0419875810309456,pseudobulk,edgeR,QLF
2,cell,A2M,-0.525493259972562,0.0198861437624108,0.0761791648093008,pseudobulk,edgeR,QLF
3,cell,A2ML1,0.948757808023682,0.082913268977625,0.196505501012791,pseudobulk,edgeR,QLF
4,cell,A3GALT2,1.53092382026856,0.0117877044945786,0.053100335617196,pseudobulk,edgeR,QLF
5,cell,A4GALT,-0.582333737590725,0.227000352740944,0.384135266058857,pseudobulk,edgeR,QLF
6,cell,A4GNT,0.0776428718873104,0.840369965087139,0.908449243464912,pseudobulk,edgeR,QLF
7,cell,AAAS,0.056617552644556,0.849471257321955,0.914123663182962,pseudobulk,edgeR,QLF
8,cell,AACS,0.831697237332573,0.0100672116992982,0.0475439454731904,pseudobulk,edgeR,QLF
9,cell,AADAC,0.866597308160014,0.0347481508177641,0.110695560897171,pseudobulk,edgeR,QLF
10,cell,AADACL2,0.95678677610104,0.0251823967011203,0.0892997259715325,pseudobulk,edgeR,QLF
11,cell,AADACL3,0.206914122661145,0.362892843723266,0.525072262592768,pseudobulk,edgeR,QLF
12,cell,AADACL4,0.622612443608379,0.0621505614251283,0.162357461022618,pseudobulk,edgeR,QLF
13,cell,AADAT,0.938417316664631,0.0612071168103185,0.160678427231449,pseudobulk,edgeR,QLF
14,cell,AAGAB,0.302366814626301,0.571300715426414,0.709440228669482,pseudobulk,edgeR,QLF
15,cell,AAK1,0.415451125542432,0.26006196502687,0.419899218462707,pseudobulk,edgeR,QLF
16,cell,AAMDC,0.792803422311925,0.152326522221211,0.294363271080608,pseudobulk,edgeR,QLF
17,cell,AAMP,0.520513721440565,0.316374027392675,0.480264373641099,pseudobulk,edgeR,QLF
18,cell,AANAT,0.340632299268644,0.54087210778548,0.683538624189632,pseudobulk,edgeR,QLF
19,cell,AAR2,0.187248057001527,0.599404200602939,0.731728984203548,pseudobulk,edgeR,QLF
20,cell,AARD,1.00542556920918,0.021467546565933,0.0803880101481195,pseudobulk,edgeR,QLF
21,cell,AARS1,0.927534049923903,0.0868479603150322,0.20268870818268,pseudobulk,edgeR,QLF
22,cell,AARS2,-0.230086549855233,0.711722611987045,0.817620414039319,pseudobulk,edgeR,QLF
23,cell,AARSD1,0.584096743674895,0.151095503113358,0.292681828234537,pseudobulk,edgeR,QLF
24,cell,AASDH,0.542448480299809,0.483647325346787,0.637165751415467,pseudobulk,edgeR,QLF
25,cell,AASDHPPT,0.458353980343534,0.201680196391094,0.355316805807754,pseudobulk,edgeR,QLF
26,cell,AASS,-0.390338040648376,0.427427863460838,0.586981630781295,pseudobulk,edgeR,QLF
27,cell,AATF,-0.0907196113870988,0.881966311910276,0.934683843735822,pseudobulk,edgeR,QLF
28,cell,AATK,1.31803626849136,0.0013415767121054,0.0113998893772987,pseudobulk,edgeR,QLF
29,cell,ABAT,0.180614053564724,0.659782014662805,0.777927738312267,pseudobulk,edgeR,QLF
30,cell,ABCA1,-1.4102717236642,8.03079004420387e-05,0.00133860854248875,pseudobulk,edgeR,QLF
31,cell,ABCA10,0.942927881950325,0.248359725985824,0.407611172137081,pseudobulk,edgeR,QLF
32,cell,ABCA12,1.10555568085443,0.0237205226861711,0.0862046674390348,pseudobulk,edgeR,QLF
33,cell,ABCA13,1.75303214378524,0.000555912083473642,0.00586474670868233,pseudobulk,edgeR,QLF
34,cell,ABCA2,0.370474169117322,0.360071841182272,0.523832772929705,pseudobulk,edgeR,QLF
35,cell,ABCA3,0.458106625065487,0.320157671917764,0.484352412735026,pseudobulk,edgeR,QLF
36,cell,ABCA4,1.13639226183743,0.0335011753527079,0.108145365641867,pseudobulk,edgeR,QLF
37,cell,ABCA5,0.685316185637557,0.0590700121913328,0.156702299444281,pseudobulk,edgeR,QLF
38,cell,ABCA6,-1.32065891300384,0.00635902403814131,0.0346605833896586,pseudobulk,edgeR,QLF
39,cell,ABCA7,2.05496004843647,4.49029780901628e-05,0.000874976501096559,pseudobulk,edgeR,QLF
40,cell,ABCA8,-0.155151914926629,0.69232656628681,0.803197709254779,pseudobulk,edgeR,QLF
41,cell,ABCA9,-0.213209775122252,0.654739506256667,0.774227040988854,pseudobulk,edgeR,QLF
42,cell,ABCB1,0.0639953657293778,0.899951711744005,0.945844330165616,pseudobulk,edgeR,QLF
43,cell,ABCB10,0.223604160303637,0.694897169240416,0.805044844762251,pseudobulk,edgeR,QLF
44,cell,ABCB11,1.28607349223101,0.252318557181706,0.411600990777784,pseudobulk,edgeR,QLF
45,cell,ABCB4,-0.66014339398292,0.184001630586199,0.334731606190491,pseudobulk,edgeR,QLF
46,cell,ABCB5,0.964627427970602,0.0892010508290034,0.206431893877707,pseudobulk,edgeR,QLF
47,cell,ABCB6,-0.0510756548825414,0.881663628681088,0.934469257992934,pseudobulk,edgeR,QLF
48,cell,ABCB7,0.396327292411242,0.493695381269729,0.645298265693271,pseudobulk,edgeR,QLF
49,cell,ABCB8,0.583744465177292,0.0891428507018261,0.206340587154438,pseudobulk,edgeR,QLF
50,cell,ABCB9,0.274856196178565,0.497788498971329,0.649056349724798,pseudobulk,edgeR,QLF
51,cell,ABCC1,0.885201453220752,0.218176325860783,0.374165578333516,pseudobulk,edgeR,QLF
52,cell,ABCC10,-1.53251129062857,0.0044892921304072,0.0270459550440423,pseudobulk,edgeR,QLF
53,cell,ABCC11,0.792189753811322,0.04581554455694,0.132211135463742,pseudobulk,edgeR,QLF
54,cell,ABCC12,0.427854612472322,0.422890600775356,0.58298266708514,pseudobulk,edgeR,QLF
55,cell,ABCC2,1.5432486891079,0.0101711419263362,0.0478708400731828,pseudobulk,edgeR,QLF
56,cell,ABCC3,1.37590885192006,0.175497829621475,0.324579624997497,pseudobulk,edgeR,QLF
57,cell,ABCC4,-0.329664039182509,0.661534106674141,0.779415965996215,pseudobulk,edgeR,QLF
58,cell,ABCC5,1.03665978060734,0.00942162004035776,0.0457993372407487,pseudobulk,edgeR,QLF
59,cell,ABCC6,0.242981971134905,0.581643480866388,0.717846503349426,pseudobulk,edgeR,QLF
60,cell,ABCC8,1.46852040620475,0.125146360298517,0.257783535316173,pseudobulk,edgeR,QLF
61,cell,ABCC9,0.148748763714766,0.757445678160615,0.850052755057268,pseudobulk,edgeR,QLF
62,cell,ABCD1,0.558798061897583,0.126728539563046,0.260066093071838,pseudobulk,edgeR,QLF
63,cell,ABCD2,0.381827821533716,0.443840424600654,0.600719414863855,pseudobulk,edgeR,QLF
64,cell,ABCD3,1.87170067649859,0.186166990646227,0.33735419309564,pseudobulk,edgeR,QLF
65,cell,ABCD4,0.299787492283607,0.564869150426425,0.704183522323721,pseudobulk,edgeR,QLF
66,cell,ABCE1,2.43584249303002,2.43938905789152e-07,1.44293897452765e-05,pseudobulk,edgeR,QLF
67,cell,ABCF1,0.466600519006881,0.182552573351087,0.333009931297496,pseudobulk,edgeR,QLF
68,cell,ABCF2,-0.485581471811759,0.417569783091912,0.577955105801082,pseudobulk,edgeR,QLF
69,cell,ABCF3,0.171279641551207,0.693289629974884,0.803681676711718,pseudobulk,edgeR,QLF
70,cell,ABCG1,-1.41292294672892,0.00147090505363911,0.0122337687277127,pseudobulk,edgeR,QLF
71,cell,ABCG2,2.05112224957283,5.38059080733579e-06,0.000168753191445029,pseudobulk,edgeR,QLF
72,cell,ABCG4,1.20940563298053,0.0379725886384554,0.117146001204841,pseudobulk,edgeR,QLF
73,cell,ABCG5,0.0792417613651378,0.945514675126425,0.97359733140336,pseudobulk,edgeR,QLF
74,cell,ABCG8,0.636785869608691,0.109935370908621,0.237026301952098,pseudobulk,edgeR,QLF
75,cell,ABHD1,1.43206372976834,0.00128666768228431,0.0110137336438582,pseudobulk,edgeR,QLF
76,cell,ABHD10,1.91519885023813,0.000105407671895943,0.00164249281219977,pseudobulk,edgeR,QLF
77,cell,ABHD11,0.934177993362299,0.0418914125068183,0.124475169412198,pseudobulk,edgeR,QLF
78,cell,ABHD12,-0.216941923593078,0.382179783243754,0.54490271495662,pseudobulk,edgeR,QLF
79,cell,ABHD12B,-1.65073048571968,0.000411348836948889,0.00473025801897083,pseudobulk,edgeR,QLF
80,cell,ABHD13,1.31633670459866,0.0241136043399436,0.0870797576280016,pseudobulk,edgeR,QLF
81,cell,ABHD14A,1.03630823020232,0.0586071528072316,0.155806815017173,pseudobulk,edgeR,QLF
82,cell,ABHD14B,-0.231805268281676,0.454080948751738,0.610328515926704,pseudobulk,edgeR,QLF
83,cell,ABHD15,0.594367170656005,0.174594921656071,0.323358601800123,pseudobulk,edgeR,QLF
84,cell,ABHD16A,-0.218432406966077,0.28668503357261,0.448481862467191,pseudobulk,edgeR,QLF
85,cell,ABHD16B,0.992705350936415,0.0129655363184438,0.0568751607270964,pseudobulk,edgeR,QLF
86,cell,ABHD17A,-0.0299218463897555,0.920343913268795,0.959640092024023,pseudobulk,edgeR,QLF
87,cell,ABHD17B,0.997847201477873,0.0411696397303848,0.123938892447384,pseudobulk,edgeR,QLF
88,cell,ABHD17C,0.422475923261851,0.200427176164011,0.354314064051857,pseudobulk,edgeR,QLF
89,cell,ABHD18,0.444566972979255,0.492421703918472,0.64427080964403,pseudobulk,edgeR,QLF
90,cell,ABHD2,-0.0283292563045534,0.953946192612017,0.978138726944015,pseudobulk,edgeR,QLF
91,cell,ABHD3,0.867525090520246,0.0151138593264812,0.0634061412859937,pseudobulk,edgeR,QLF
92,cell,ABHD4,0.251939368135063,0.454454935168972,0.6106103912096,pseudobulk,edgeR,QLF
93,cell,ABHD5,0.670927581652967,0.124895755197447,0.257608716791195,pseudobulk,edgeR,QLF
94,cell,ABHD6,0.492864059507039,0.142665663202632,0.281313333068208,pseudobulk,edgeR,QLF
95,cell,ABHD8,2.60123752478736,1.03845791662857e-06,4.65608583196058e-05,pseudobulk,edgeR,QLF
96,cell,ABI1,0.461983792845467,0.378600318120838,0.541164314015624,pseudobulk,edgeR,QLF
97,cell,ABI2,-0.145090708320256,0.78030074950399,0.86652593354063,pseudobulk,edgeR,QLF
98,cell,ABI3,1.22809157837085,0.0165531040969722,0.0669649910816546,pseudobulk,edgeR,QLF
99,cell,ABI3BP,0.244934506650931,0.461412782665599,0.616665876732049,pseudobulk,edgeR,QLF
100,cell,ABITRAM,1.77381513296289,0.00393759910155359,0.0250150199053738,pseudobulk,edgeR,QLF
101,cell,ABL1,0.123957021346135,0.809199371034532,0.886010370914945,pseudobulk,edgeR,QLF
102,cell,ABL2,0.793506041266905,0.0391855030032809,0.119837350716051,pseudobulk,edgeR,QLF
103,cell,ABLIM1,1.26067509898179,0.0162800551401389,0.0661703178195404,pseudobulk,edgeR,QLF
104,cell,ABLIM2,1.73580112150922,0.00342020682662715,0.0225180719132544,pseudobulk,edgeR,QLF
105,cell,ABLIM3,0.369416489710508,0.300362306413051,0.463284241238205,pseudobulk,edgeR,QLF
106,cell,ABO,1.90673321155706,0.00115273912969884,0.0100885674343958,pseudobulk,edgeR,QLF
107,cell,ABR,-1.88087107235154,7.31283623794152e-05,0.00125575777738808,pseudobulk,edgeR,QLF
108,cell,ABRA,1.69256645425832,0.00160610560806201,0.0129458118822654,pseudobulk,edgeR,QLF
109,cell,ABRACL,-0.260363562260115,0.630545718074577,0.75623320045827,pseudobulk,edgeR,QLF
110,cell,ABRAXAS1,0.804736906078103,0.0602458961899795,0.158985067308361,pseudobulk,edgeR,QLF
111,cell,ABRAXAS2,1.33603086879779,0.023680553566737,0.0860993538258827,pseudobulk,edgeR,QLF
112,cell,ABT1,2.5519431968991,2.62307589563274e-06,9.726761750565e-05,pseudobulk,edgeR,QLF
113,cell,ABTB1,0.0627412055878598,0.916982943398124,0.957770334271305,pseudobulk,edgeR,QLF
114,cell,ABTB2,1.71504546706568,0.000353870891431242,0.0041801139119541,pseudobulk,edgeR,QLF
115,cell,ACAA1,-0.0904888802454634,0.85285104527865,0.915531045653971,pseudobulk,edgeR,QLF
116,cell,ACAA2,0.164286697585337,0.619866753944502,0.748769813779732,pseudobulk,edgeR,QLF
117,cell,ACACA,2.30124774927947,0.00014911491141723,0.00213453138067957,pseudobulk,edgeR,QLF
118,cell,ACACB,0.555057688756825,0.113268801842,0.241598438710885,pseudobulk,edgeR,QLF
119,cell,ACAD10,0.0506150610445259,0.957721562108329,0.979493980325298,pseudobulk,edgeR,QLF
120,cell,ACAD11,2.76488096068481,6.7620326652347e-06,0.000201800693235132,pseudobulk,edgeR,QLF
121,cell,ACAD8,-0.207648666499765,0.514216144026543,0.661733097722029,pseudobulk,edgeR,QLF
122,cell,ACAD9,-1.93514779829684,0.000143474031177257,0.00207608815323367,pseudobulk,edgeR,QLF
123,cell,ACADL,2.23488271025015,9.0920138171375e-06,0.000252357927187889,pseudobulk,edgeR,QLF
124,cell,ACADM,1.84511252757324,0.00218111312600392,0.0162403680743414,pseudobulk,edgeR,QLF
125,cell,ACADS,0.649114786590892,0.0418973283140752,0.124475169412198,pseudobulk,edgeR,QLF
126,cell,ACADSB,0.385463477966442,0.445688310663416,0.602171491643909,pseudobulk,edgeR,QLF
127,cell,ACADVL,-0.101851260319826,0.631549530985563,0.757046708968946,pseudobulk,edgeR,QLF
128,cell,ACAN,0.530503335407759,0.169063482764302,0.316204483608007,pseudobulk,edgeR,QLF
129,cell,ACAP2,0.294707710563002,0.404161802112711,0.565353677291607,pseudobulk,edgeR,QLF
130,cell,ACAP3,-0.407750465181782,0.420102841905579,0.580125727935357,pseudobulk,edgeR,QLF
131,cell,ACAT1,0.408861736722063,0.208979321086693,0.364015903708349,pseudobulk,edgeR,QLF
132,cell,ACAT2,1.88554201783145,0.00149281178047635,0.0123148718838766,pseudobulk,edgeR,QLF
133,cell,ACBD3,0.313137168425778,0.769795101698535,0.858745185019661,pseudobulk,edgeR,QLF
134,cell,ACBD4,0.360991655157283,0.344452081878331,0.508888731183732,pseudobulk,edgeR,QLF
135,cell,ACBD5,2.11803404925021,0.000215051518200507,0.00286396351922769,pseudobulk,edgeR,QLF
136,cell,ACBD6,-0.364882975901191,0.392229749399901,0.554484560088445,pseudobulk,edgeR,QLF
137,cell,ACBD7,1.57269268939079,0.00220117865797046,0.0163441020415864,pseudobulk,edgeR,QLF
138,cell,ACCS,0.265188463295472,0.450604274797263,0.607361680410359,pseudobulk,edgeR,QLF
139,cell,ACCSL,0.518648697275526,0.221646983451516,0.378373568086613,pseudobulk,edgeR,QLF
140,cell,ACD,0.0835351409483487,0.632192819803923,0.757429372750692,pseudobulk,edgeR,QLF
141,cell,ACE,-0.548154700757295,0.24085794227501,0.399722603373386,pseudobulk,edgeR,QLF
142,cell,ACE2,0.539986308688178,0.11503855814492,0.243166951470766,pseudobulk,edgeR,QLF
143,cell,ACER1,0.930119829246405,0.0200266820483237,0.0764662586622998,pseudobulk,edgeR,QLF
144,cell,ACER2,1.39653260922719,0.0688746873388446,0.173156891777625,pseudobulk,edgeR,QLF
145,cell,ACER3,0.855266575602978,0.0315405455213504,0.103664185914401,pseudobulk,edgeR,QLF
146,cell,ACHE,-0.00364737554962452,0.950709155096607,0.976735397409235,pseudobulk,edgeR,QLF
147,cell,ACIN1,0.0344490106645732,0.928310857204801,0.964433264956217,pseudobulk,edgeR,QLF
148,cell,ACKR1,0.742029590496624,0.165398881852378,0.311870192510165,pseudobulk,edgeR,QLF
149,cell,ACKR2,-0.588659548410898,0.216009420294835,0.371729868272266,pseudobulk,edgeR,QLF
150,cell,ACKR3,2.38759190767424,1.73476523910493e-05,0.000415363815658347,pseudobulk,edgeR,QLF
151,cell,ACKR4,1.55633030387558,0.00147586500546925,0.01225296185564,pseudobulk,edgeR,QLF
152,cell,ACLY,0.244842880176715,0.490350640076628,0.64340627074986,pseudobulk,edgeR,QLF
153,cell,ACMSD,0.745259943400702,0.0755371378605286,0.184606747297508,pseudobulk,edgeR,QLF
154,cell,ACO1,0.125983909235254,0.720749989403549,0.823890960492431,pseudobulk,edgeR,QLF
155,cell,ACO2,1.01709008076083,0.0325677943381548,0.106105589518823,pseudobulk,edgeR,QLF
156,cell,ACOD1,0.681691904435759,0.199125892520971,0.352816200940548,pseudobulk,edgeR,QLF
157,cell,ACOT1,0.71977930747769,0.192108471093244,0.344771211664695,pseudobulk,edgeR,QLF
158,cell,ACOT11,-1.24618484011694,0.00920186642793121,0.0450599140492971,pseudobulk,edgeR,QLF
159,cell,ACOT12,1.16510204820773,0.00886104235994811,0.0438348602136759,pseudobulk,edgeR,QLF
160,cell,ACOT13,0.440818752851689,0.207520544674251,0.362185196899422,pseudobulk,edgeR,QLF
161,cell,ACOT2,0.38714037538109,0.309232962188002,0.472796152068149,pseudobulk,edgeR,QLF
162,cell,ACOT4,0.219016109160291,0.540181408007893,0.68285080461967,pseudobulk,edgeR,QLF
163,cell,ACOT6,0.574595451367391,0.128864896705706,0.263312702336632,pseudobulk,edgeR,QLF
164,cell,ACOT7,-1.41107079928481,0.00564489578555013,0.0320708656615046,pseudobulk,edgeR,QLF
165,cell,ACOT8,-0.809953897445038,0.160295749198783,0.305689294817445,pseudobulk,edgeR,QLF
166,cell,ACOT9,0.698818179735742,0.0809849296913668,0.193286104747713,pseudobulk,edgeR,QLF
167,cell,ACOX1,0.53227192001328,0.145765588032914,0.285560313831522,pseudobulk,edgeR,QLF
168,cell,ACOX2,0.853138781519464,0.0578969756576495,0.154581343701217,pseudobulk,edgeR,QLF
169,cell,ACOX3,0.971210387405445,0.05584200124707,0.150690650993526,pseudobulk,edgeR,QLF
170,cell,ACOXL,1.32141128721146,0.0265390145991691,0.0918548339773061,pseudobulk,edgeR,QLF
171,cell,ACP1,-0.246400782639435,0.518533279441889,0.665314901847019,pseudobulk,edgeR,QLF
172,cell,ACP2,0.986007301866831,0.00887189277565267,0.0438348602136759,pseudobulk,edgeR,QLF
173,cell,ACP3,1.72105559251715,0.000490853690515602,0.00531221943050906,pseudobulk,edgeR,QLF
174,cell,ACP4,0.82381351582267,0.0476608492739724,0.136032159243785,pseudobulk,edgeR,QLF
175,cell,ACP5,-1.11966764170658,5.68620435362694e-05,0.00103674568527712,pseudobulk,edgeR,QLF
176,cell,ACP6,0.151576574706118,0.781979457880411,0.867347811181715,pseudobulk,edgeR,QLF
177,cell,ACP7,-0.68966131132138,0.10208704640522,0.224946621446931,pseudobulk,edgeR,QLF
178,cell,ACR,1.99165779061784,0.000165462396870294,0.00231697044025879,pseudobulk,edgeR,QLF
179,cell,ACRBP,2.52693248423109,2.77142230129699e-05,0.000604591447529726,pseudobulk,edgeR,QLF
180,cell,ACRV1,-1.00939331022784,0.0481861243578069,0.137198389113786,pseudobulk,edgeR,QLF
181,cell,ACSBG1,1.09708587888143,0.0293215844612797,0.0987551811794491,pseudobulk,edgeR,QLF
182,cell,ACSBG2,0.350067862564441,0.329805422548073,0.49445629301235,pseudobulk,edgeR,QLF
183,cell,ACSF2,-0.22523502613942,0.202716843033879,0.356658968167449,pseudobulk,edgeR,QLF
184,cell,ACSF3,0.151096115191072,0.767734171500552,0.857215071345603,pseudobulk,edgeR,QLF
185,cell,ACSL1,0.638787855389337,0.0750743388504635,0.183861156543966,pseudobulk,edgeR,QLF
186,cell,ACSL3,0.5070534286304,0.0907642611081794,0.208515211009947,pseudobulk,edgeR,QLF
187,cell,ACSL4,1.25461661690622,0.0189285942626702,0.0734309775763985,pseudobulk,edgeR,QLF
188,cell,ACSL5,1.81085433364243,0.000148605115470371,0.00213453138067957,pseudobulk,edgeR,QLF
189,cell,ACSL6,0.56114841055781,0.226712207952117,0.384037426457442,pseudobulk,edgeR,QLF
190,cell,ACSM1,2.05129869260521,0.000547665231525264,0.00579741878456823,pseudobulk,edgeR,QLF
191,cell,ACSM2A,0.526011828529786,0.238511230472383,0.396924043870319,pseudobulk,edgeR,QLF
192,cell,ACSM2B,1.40696880595475,0.0132184495247879,0.0577266496221832,pseudobulk,edgeR,QLF
193,cell,ACSM3,-0.889346544384054,0.0859922507606058,0.201523741825207,pseudobulk,edgeR,QLF
194,cell,ACSM4,0.337726181478944,0.538643020240585,0.681552785667689,pseudobulk,edgeR,QLF
195,cell,ACSM5,-0.700171545456438,0.0223550146059948,0.0825021235518432,pseudobulk,edgeR,QLF
196,cell,ACSM6,1.2612069143351,0.0293082525147113,0.0987281065386302,pseudobulk,edgeR,QLF
197,cell,ACSS1,0.260007894629215,0.620977122191184,0.749480088204346,pseudobulk,edgeR,QLF
198,cell,ACSS2,2.32245182644906,8.39599845425225e-05,0.00139325767943695,pseudobulk,edgeR,QLF
199,cell,ACSS3,0.623596659648315,0.171626415793852,0.319556704690565,pseudobulk,edgeR,QLF
200,cell,ACTA1,1.5707766267469,3.4930579024003e-06,0.000119546046308335,pseudobulk,edgeR,QLF
201,cell,ACTA2,-0.847530362324081,1.15548827859768e-05,0.000307888105320057,pseudobulk,edgeR,QLF
202,cell,ACTBL2,0.26714981858138,0.555911259879871,0.69662700899799,pseudobulk,edgeR,QLF
203,cell,ACTC1,1.30590725149723,0.0280538205110205,0.0956599378741416,pseudobulk,edgeR,QLF
204,cell,ACTG2,0.321964434320244,0.53686241511734,0.679991699495357,pseudobulk,edgeR,QLF
205,cell,ACTL10,0.471459140650212,0.405524992265501,0.566580685822931,pseudobulk,edgeR,QLF
206,cell,ACTL6A,-0.111064039440928,0.788564898190736,0.871862032071939,pseudobulk,edgeR,QLF
207,cell,ACTL6B,2.33873449869703,0.000113261594030386,0.00170714349539743,pseudobulk,edgeR,QLF
208,cell,ACTL7A,0.198740499443971,0.703110693799009,0.81084936247792,pseudobulk,edgeR,QLF
209,cell,ACTL7B,0.520011141597565,0.209936328827438,0.364831119471665,pseudobulk,edgeR,QLF
210,cell,ACTL8,0.432671378620027,0.250056400026281,0.409549941205156,pseudobulk,edgeR,QLF
211,cell,ACTL9,0.0411275779843005,0.824762216044722,0.896762956305908,pseudobulk,edgeR,QLF
212,cell,ACTN1,-0.0148736975205919,0.954398713516621,0.978210673323082,pseudobulk,edgeR,QLF
213,cell,ACTN2,1.12360747095044,0.0105253327655299,0.0490305960895762,pseudobulk,edgeR,QLF
214,cell,ACTN3,0.973294548734487,0.00973883448559478,0.0469134144693476,pseudobulk,edgeR,QLF
215,cell,ACTN4,-0.362280338267113,0.0616294609765983,0.161403075840426,pseudobulk,edgeR,QLF
216,cell,ACTR10,-0.340633513288618,0.254184931784591,0.413272083999842,pseudobulk,edgeR,QLF
217,cell,ACTR1A,0.166424589751506,0.64939462796509,0.76987914579577,pseudobulk,edgeR,QLF
218,cell,ACTR1B,-0.0452977630323107,0.89400785201957,0.941826289515336,pseudobulk,edgeR,QLF
219,cell,ACTR2,-0.359150151507982,0.430940158837989,0.58980744369285,pseudobulk,edgeR,QLF
220,cell,ACTR3,-0.0121293886061204,0.960488350326259,0.980463480203885,pseudobulk,edgeR,QLF
221,cell,ACTR3B,1.89598099850628,0.000338040519761807,0.00404823728019725,pseudobulk,edgeR,QLF
222,cell,ACTR5,-0.263245913405814,0.762760683083418,0.853348689235623,pseudobulk,edgeR,QLF
223,cell,ACTR6,1.30573425671129,0.00401126427486208,0.0250321723421038,pseudobulk,edgeR,QLF
224,cell,ACTR8,1.18448906851879,0.0125893572638166,0.0556043364191481,pseudobulk,edgeR,QLF
225,cell,ACTRT1,-0.415551691466116,0.25161934971436,0.410897968366529,pseudobulk,edgeR,QLF
226,cell,ACTRT2,0.182715731368674,0.601959446497261,0.733599973607769,pseudobulk,edgeR,QLF
227,cell,ACTRT3,1.88785035747897,0.000183507880397183,0.00251121715713004,pseudobulk,edgeR,QLF
228,cell,ACVR1,-1.22594212463864,0.00947957243759024,0.0460330604285168,pseudobulk,edgeR,QLF
229,cell,ACVR1B,2.28512221569296,0.000253807657905018,0.00326259161629524,pseudobulk,edgeR,QLF
230,cell,ACVR1C,1.36218511446778,0.0133611017356427,0.0580339364633197,pseudobulk,edgeR,QLF
231,cell,ACVR2A,1.13050329084278,0.0204191971019817,0.0775454962156086,pseudobulk,edgeR,QLF
232,cell,ACVR2B,2.66648598373716,9.59219486998757e-07,4.38513771360314e-05,pseudobulk,edgeR,QLF
233,cell,ACVRL1,0.359546292599755,0.194869762803639,0.348519591122204,pseudobulk,edgeR,QLF
234,cell,ACY1,0.901698252492081,0.0619131139721824,0.161850511816278,pseudobulk,edgeR,QLF
235,cell,ACY3,1.97605515693027,0.00011326153136588,0.00170714349539743,pseudobulk,edgeR,QLF
236,cell,ACYP1,1.39001022652637,0.00183280724085596,0.0142439669401856,pseudobulk,edgeR,QLF
237,cell,ACYP2,-0.00114581334275769,0.996746290920366,0.997910589988789,pseudobulk,edgeR,QLF
238,cell,ADA,0.471495310329716,0.824933183283382,0.896762956305908,pseudobulk,edgeR,QLF
239,cell,ADA2,-1.66532183303476,1.87084486875688e-05,0.000443956723817473,pseudobulk,edgeR,QLF
240,cell,ADAD1,0.626014726962016,0.169820870639816,0.31712287817748,pseudobulk,edgeR,QLF
241,cell,ADAD2,0.732473461458836,0.0469967014978262,0.134672373073814,pseudobulk,edgeR,QLF
242,cell,ADAL,0.66992431428561,0.170384382755074,0.317959930680105,pseudobulk,edgeR,QLF
243,cell,ADAM10,-0.0595497687750003,0.899922287179699,0.945844330165616,pseudobulk,edgeR,QLF
244,cell,ADAM11,0.395985782832179,0.416359151334055,0.577092285849952,pseudobulk,edgeR,QLF
245,cell,ADAM12,-1.48817355827964,3.0212569556352e-05,0.00063956694004796,pseudobulk,edgeR,QLF
246,cell,ADAM17,3.50146333107478,2.97790521457867e-10,1.02859051967262e-07,pseudobulk,edgeR,QLF
247,cell,ADAM18,0.659586113631497,0.134245111888084,0.270112171190566,pseudobulk,edgeR,QLF
248,cell,ADAM19,-0.0352525227747919,0.910280317650572,0.953240200773944,pseudobulk,edgeR,QLF
249,cell,ADAM2,1.60692141778022,0.00447246573192808,0.026970718018727,pseudobulk,edgeR,QLF
250,cell,ADAM20,0.877307345253159,0.0191707094491479,0.0741827706054942,pseudobulk,edgeR,QLF
251,cell,ADAM21,-0.645595089904392,0.160295713262211,0.305689294817445,pseudobulk,edgeR,QLF
252,cell,ADAM22,0.631552965791854,0.267949500708124,0.428700813793784,pseudobulk,edgeR,QLF
253,cell,ADAM23,0.783156643694085,0.100258001970916,0.222806178096214,pseudobulk,edgeR,QLF
254,cell,ADAM28,-0.364669905025698,0.423454519949385,0.583501308074463,pseudobulk,edgeR,QLF
255,cell,ADAM29,2.87967194309327,8.49561074850862e-08,6.41538994660659e-06,pseudobulk,edgeR,QLF
256,cell,ADAM30,0.898531383591023,0.228620594824432,0.385763711214396,pseudobulk,edgeR,QLF
257,cell,ADAM32,-0.249583553192879,0.352001714886232,0.515753023256716,pseudobulk,edgeR,QLF
258,cell,ADAM33,-0.292450171052116,0.5172898474707,0.664313566167963,pseudobulk,edgeR,QLF
259,cell,ADAM7,1.27139750623609,0.0122288229027658,0.0544926875982066,pseudobulk,edgeR,QLF
260,cell,ADAM8,0.416633567640501,0.430076601708465,0.589227179643222,pseudobulk,edgeR,QLF
261,cell,ADAM9,-0.119879158227714,0.685219737237855,0.798404985693792,pseudobulk,edgeR,QLF
262,cell,ADAMDEC1,-0.530055140127209,0.300301352891806,0.463255382858157,pseudobulk,edgeR,QLF
263,cell,ADAMTS1,0.635095704174478,0.226866454445966,0.384065465892221,pseudobulk,edgeR,QLF
264,cell,ADAMTS10,0.0890125081002267,0.798092989300127,0.877929964585686,pseudobulk,edgeR,QLF
265,cell,ADAMTS12,2.32348686907782,4.00313089208154e-07,2.11519539374235e-05,pseudobulk,edgeR,QLF
266,cell,ADAMTS13,-0.575419705528755,0.26432495738107,0.424350189511926,pseudobulk,edgeR,QLF
267,cell,ADAMTS14,0.461666749491537,0.35506821110208,0.518860253327797,pseudobulk,edgeR,QLF
